Loci	mef
Ccne1_mef	8.0091
Ccng1_mef	11.8777
Ccnh_mef	9.02816
Ccni_mef	10.2698
Ccnl1_mef	8.75605
Ccnl2_mef	8.88629
Ccnyl1_mef	10.0094
Ccrn4l_mef	9.09921
Ccs_mef	8.94236
Cct2_mef	11.8964
Cct3_mef	10.4843
Cct4_mef	10.6937
Cct5_mef	12.1452
Cct6a_mef	12.0383
Cct7_mef	11.6889
Cct8_mef	10.867
Cd109_mef	9.71786
Cd164_mef	11.0299
Cd248_mef	10.3438
Cd24a_mef	11.0231
Cd44_mef	10.9954
Cd81_mef	12.5008
Cd8b1$2410014A08Rik_mef	9.56692
Cd97_mef	9.53782
Cd9_mef	11.2566
Cdc123_mef	10.2452
Cdc16_mef	9.82838
Cdc20_mef	10.0784
Cdc2a_mef	10.0714
Cdc34_mef	10.4971
Cdc37_mef	10.2613
Cdc42$Cdc42_mef	11.5299
Cdc42se1_mef	8.87977
Cdc5l_mef	9.26752
Cdc6_mef	7.70586
Cdca3_mef	8.39231
Cdca4_mef	9.53463
Cdca5_mef	7.69884
Cdca7_mef	7.22906
Cdca8_mef	7.9556
Cdh11_mef	12.3835
Cdipt_mef	10.2488
Cdk2ap1_mef	10.4047
Cdk4_mef	10.4766
Cdk5rap3_mef	9.48011
Cdk6_mef	9.05944
Cdk7_mef	9.47223
Cdk8_mef	9.80915
Cdk9_mef	9.82806
Cdkn1a_mef	11.5495
Cdkn2a_mef	8.10058
Cdkn2b_mef	10.5602
Cdt1_mef	8.42715
Cdv3_mef	9.5521
Cebpb_mef	9.52492
Cebpz_mef	7.62434
Cenpa_mef	8.71517
Cenpc1_mef	8.68318
Cenpn_mef	8.69715
Cenpt_mef	8.59925
Centb2_mef	8.75079
Cep55_mef	8.23113
Cept1_mef	9.75188
Cetn2_mef	8.90939
Cetn3_mef	10.1588
Cfdp1_mef	10.0654
Cfl1_mef	12.4144
Cfl2_mef	10.4021
Cggbp1_mef	10.2614
Chchd1_mef	10.3891
Chchd2_mef	13.1158
Chchd3_mef	8.73344
Chchd4_mef	8.72983
Chd4_mef	8.22864
Chm_mef	8.7197
Chmp1a_mef	9.82339
Chmp2a_mef	10.154
Chmp2b_mef	9.61213
Chmp4b_mef	9.96803
Chmp5_mef	10.5658
Chmp6_mef	8.59745
Chordc1_mef	9.62051
Chsy1_mef	10.8744
Chuk_mef	8.63913
Churc1_mef	9.16443
Ciao1_mef	9.68942
Cirh1a_mef	10.1336
Cisd1_mef	9.33646
Cited2_mef	10.3168
Ckap2_mef	9.03475
Ckap4_mef	10.3586
Ckb_mef	9.88894
Cks1b_mef	11.6204
Cks2_mef	11.0431
Clic1_mef	11.1932
Clic4_mef	11.3746
Clint1_mef	10.4062
Clk1_mef	9.5616
Clk2_mef	8.42203
Cln5_mef	9.42652
Clns1a_mef	9.83282
Clpp_mef	9.60832
Clptm1_mef	9.4767
Clptm1l_mef	11.2361
Clta_mef	11.2522
Cltb_mef	8.07728
Cltc_mef	11.344
Cmas_mef	9.49239
Cmpk_mef	10.2618
Cmtm7_mef	9.3391
Cnbp_mef	11.2096
Cndp2_mef	9.52703
Cnih4_mef	9.7959
Cnih_mef	11.5482
Cnn1_mef	11.6546
Cnn2_mef	12.6244
Cnn3_mef	11.6069
Cnot3_mef	8.59933
Cnot6_mef	8.92096
Cnot8_mef	8.97047
Col11a1_mef	10.3169
Col12a1_mef	10.4484
Col18a1_mef	9.48705
Col1a1_mef	12.9895
Col1a2_mef	13.4121
Col3a1_mef	12.8924
Col4a1_mef	11.722
Col4a2_mef	11.1914
Col5a1_mef	12.1615
Col5a2_mef	13.0594
Col5a3_mef	9.61323
Col6a1_mef	11.621
Col6a2_mef	12.1399
Col6a3_mef	11.1322
Col8a1_mef	10.7099
Commd3_mef	10.2625
Commd4_mef	8.81412
Comt_mef	9.66901
Copa_mef	10.9343
Copb1_mef	10.2868
Copb2_mef	11.0416
Cope_mef	10.952
Copg_mef	9.81623
Cops2_mef	10.2325
Cops3_mef	9.2426
Cops4_mef	8.92547
Cops5_mef	10.7893
Cops6_mef	10.4381
Cops7a_mef	8.84768
Cops8_mef	9.25099
Copz1_mef	10.2531
Coq10b_mef	10.4454
Coq2_mef	8.41867
Coq7_mef	8.56591
Coq9_mef	8.65175
Coro1b_mef	10.0043
Cotl1_mef	9.19699
Cox18_mef	9.58034
Cox19_mef	9.53157
Cox4i1_mef	12.4675
Cox4nb_mef	8.62783
Cox5a_mef	12.0857
Cox5b_mef	9.79219
Cox6a1$Cox6a1_mef	13.4318
Cox6b1_mef	12.2253
Cox6b2_mef	7.88775
Cox6c_mef	11.6855
Cox7a2_mef	11.8801
Cox7a2l_mef	10.8584
Cox7c_mef	11.0012
Cox8a$Cox8a_mef	10.5583
Cpe_mef	12.4026
Cpne1_mef	10.0398
Cpne3_mef	9.15533
Cpsf1_mef	8.87781
Cpsf3_mef	8.98222
Cpsf3l_mef	8.97862
Cpsf4_mef	8.30358
Cpsf6_mef	8.2731
Cpt1a_mef	8.78822
Cpt2_mef	8.45399
Crabp1_mef	11.0165
Crabp2_mef	10.504
Crcp_mef	8.60042
Creld2_mef	9.16069
Crip1_mef	10.8207
Crip2_mef	10.3136
Cript_mef	9.68437
Crk_mef	9.8291
Crlf1_mef	11.9443
Crlf3_mef	8.02453
Crls1_mef	8.65101
Crlz1_mef	9.68945
Crtap_mef	10.8136
Cryab_mef	9.70401
Cryz_mef	8.26266
Cs_mef	11.0876
Csda_mef	11.7183
Csde1_mef	11.4306
Cse1l_mef	10.1975
Csnk1a1_mef	10.6834
Csnk1d_mef	9.67154
Csnk1e_mef	8.75586
Csnk1g2_mef	9.19492
Csnk1g3_mef	8.90927
Csnk2a1$Csnk2a1_mef	8.42278
Csnk2b_mef	11.2947
Csrp1_mef	11.7672
Csrp2_mef	10.1725
Cst3_mef	11.512
Cstb_mef	11.7921
Cstf2_mef	8.14162
Cstf2t_mef	9.85527
Ctbp1_mef	10.7422
Ctbp2_mef	9.55228
Ctcf_mef	8.34099
Ctdsp1_mef	8.9999
Ctdsp2_mef	8.87948
Ctgf_mef	13.5967
Cth_mef	9.47091
Cthrc1_mef	10.3497
Ctnna1_mef	10.6342
Ctnnb1_mef	11.8916
Ctnnbl1_mef	8.71893
Ctps_mef	10.7899
Ctsa_mef	10.0826
Ctsb_mef	11.5032
Ctsc_mef	11.1675
Ctsd_mef	11.7574
Ctsl_mef	12.2755
Ctsz_mef	11.7105
Cttn_mef	11.5482
Cugbp1_mef	9.73124
Cul1_mef	9.41835
Cul2_mef	9.00778
Cul3_mef	8.8292
Cul4b_mef	9.14712
Cul7_mef	9.08511
Cwc15_mef	9.97469
Cxcl12_mef	10.2885
Cxx1b_mef	9.89198
Cxxc5_mef	8.80785
Cyb5_mef	10.8145
Cyb5b_mef	9.69008
Cyb5r1_mef	10.9422
Cyb5r3_mef	10.2364
Cyb5r4_mef	9.18223
Cyba_mef	10.401
Cyc1_mef	10.9842
Cycs_mef	11.1398
Cyfip1$Cyfip1_mef	10.4088
Cyp20a1_mef	9.55295
Cyr61_mef	11.72
D030056L22Rik_mef	8.04899
D030074E01Rik_mef	9.38813
D0HXS9928E_mef	9.13386
D10Bwg1364e_mef	9.26163
D10Ertd322e$D10Ertd322e_mef	9.10885
D10Jhu81e_mef	8.70332
D10Wsu52e_mef	9.25301
D11Bwg0434e_mef	9.01048
D11Wsu99e$D11Wsu99e_mef	9.00163
D12Ertd551e_mef	9.92619
D13Wsu177e_mef	8.36987
D14Ertd500e_mef	8.24552
D15Ertd621e_mef	10.1115
D15Mgi27_mef	9.43718
D19Ertd721e_mef	9.95976
D1Bwg0212e_mef	8.3958
D3Ucla1_mef	11.5268
D4Bwg0951e_mef	10.4266
D4Ertd22e_mef	8.97692
D4Wsu132e_mef	8.67823
D4Wsu53e_mef	9.50233
D6Wsu116e_mef	8.63991
D6Wsu176e_mef	10.126
D930014E17Rik_mef	8.35926
Dad1_mef	11.5021
Dag1_mef	9.75469
Dap3_mef	10.2255
Dap_mef	11.2895
Dars_mef	10.0569
Daxx_mef	8.42995
Dazap1_mef	9.56467
Dazap2_mef	10.9478
Dbf4_mef	8.67722
Dbi_mef	10.8127
Dbnl_mef	8.84796
Dbr1_mef	8.04514
Dci_mef	8.4475
Dck_mef	8.25264
Dctn2_mef	10.8206
Dctn3_mef	10.3054
Dctn5_mef	9.28024
Dctn6_mef	9.91307
Dcun1d5_mef	8.79706
Dcxr_mef	9.13646
Ddah1_mef	10.3713
Ddah2_mef	9.32738
Ddb1_mef	11.4919
Ddit4_mef	9.94184
Ddost_mef	10.6709
Ddt_mef	9.08772
Ddx17_mef	10.3381
Ddx18_mef	8.95206
Ddx19a$Ddx19a_mef	9.06295
Ddx1_mef	10.929
Ddx20_mef	7.76106
Ddx21_mef	8.61626
Ddx24_mef	8.59012
Ddx39_mef	10.5199
Ddx3x_mef	10.6456
Ddx50_mef	8.83749
Ddx54_mef	8.37264
Ddx56_mef	8.17972
Ddx5_mef	10.7494
Deadc1_mef	8.52681
Degs1_mef	11.3979
Dek_mef	10.8995
Denr_mef	10.3656
Derl2_mef	9.31988
Dhrs1_mef	9.08155
Dhrs7b_mef	8.70856
Dhx15_mef	11.4027
Dhx16_mef	8.22003
Dhx30_mef	8.21347
Dhx32_mef	7.66275
Dhx36_mef	8.75432
Dhx40_mef	8.35704
Diap1_mef	8.00357
Dis3_mef	9.44083
Dkc1_mef	9.34716
Dlat_mef	8.78832
Dlg1_mef	9.39965
Dlst_mef	8.98935
Dmtf1_mef	8.72422
Dnaja1_mef	11.0321
Dnaja2_mef	8.98328
Dnajb11_mef	10.2925
Dnajb1_mef	9.76412
Dnajb6$Dnajb6_mef	9.51357
Dnajb9_mef	9.76722
Dnajc10_mef	9.89212
Dnajc15_mef	8.87337
Dnajc17$Dnajc17_mef	8.26979
Dnajc5_mef	8.93039
Dnajc7_mef	9.78166
Dnajc8_mef	11.5407
Dnajc9_mef	9.20333
Dnm1l_mef	9.7758
Dnmt1_mef	8.5763
Dnpep_mef	9.70651
Dnttip1_mef	8.86762
Dnttip2_mef	8.67646
Dohh_mef	8.24265
Dpf2_mef	8.64606
Dpm1_mef	8.83026
Dpm2_mef	9.22619
Dpy19l1_mef	9.03851
Dpysl2_mef	10.1365
Dpysl3_mef	11.2042
Drap1_mef	9.79743
Drctnnb1a_mef	8.71236
Drg1_mef	9.72141
Drg2_mef	9.20259
Dscr2_mef	9.4795
Dstn_mef	12.6164
Dtd1_mef	8.44745
Dtymk_mef	9.09272
Dullard_mef	9.30669
Dus1l_mef	8.22247
Dusp11_mef	9.01569
Dusp14_mef	8.91298
Dusp1_mef	10.8783
Dusp6_mef	9.16685
Dut_mef	9.22051
Dvl1_mef	9.23379
Dync1h1_mef	9.71256
Dync1i2_mef	10.7106
Dync1li1_mef	9.25205
Dync1li2_mef	9.63234
Dynll1_mef	12.7113
Dynll2_mef	9.78506
Dynlt1_mef	11.915
Dynlt3_mef	10.9261
E030018N11Rik_mef	10.6624
E430025E21Rik_mef	10.8154
EG234703_mef	13.689
EG432865_mef	11.8575
EG433144_mef	9.27047
EG433182_mef	12.3636
EG433297_mef	12.9494
EG433923_mef	11.3147
EG434233_mef	11.3374
EG434373_mef	12.8357
EG434401_mef	10.8737
EG544872_mef	13.9152
EG545124_mef	9.21651
EG545864_mef	12.9735
EG545878_mef	8.78124
EG546265_mef	9.81685
EG619900_mef	13.6446
EG621100_mef	12.5821
EG621205_mef	10.9303
EG621699_mef	13.2676
EG623365_mef	11.8911
EG625298_mef	11.9939
EG627557_mef	9.64505
EG627737_mef	12.0524
EG627798_mef	13.2471
EG628161_mef	8.66665
EG629036_mef	11.6607
EG629732_mef	13.2604
EG637379_mef	12.6639
EG664869_mef	13.4213
EG665189_mef	12.8419
EG665407_mef	12.9938
EG665903_mef	9.82407
EG665937_mef	9.17907
EG666113_mef	10.409
EG666274_mef	12.9479
EG666577_mef	12.1167
EG666642_mef	13.1458
EG666684_mef	9.74154
EG667501_mef	8.11854
EG668144_mef	13.6447
EG668435_mef	12.8171
EG668559_mef	10.6228
EG668830_mef	10.0788
Eapp_mef	8.73489
Ebna1bp2_mef	9.38617
Ebp_mef	9.14644
Ebpl_mef	8.53557
Ecd_mef	8.24904
Ech1_mef	9.17279
Echs1_mef	9.43507
Ecm1_mef	10.1458
Ect2_mef	8.27855
Edc4_mef	9.11017
Edem1_mef	9.41603
Edf1_mef	9.94714
Edg3_mef	9.68081
Eed_mef	9.57389
Eef1a1_mef	14.0395
Eef1b2_mef	13.1036
Eef1d_mef	10.8524
Eef1e1_mef	10.4633
Eef1g_mef	12.5477
Eef2_mef	13.0513
Efemp2_mef	11.6223
Efha1_mef	9.72465
Eftud2_mef	9.68332
Egln2_mef	8.85119
Egln3_mef	7.20263
Egr1_mef	10.8856
Ehd1_mef	9.27608
Ehd4_mef	8.36433
Ehmt1_mef	9.00813
Ehmt2_mef	9.00343
Ei24_mef	10.1406
Eid1_mef	10.0974
Eid2_mef	9.25306
Eif1_mef	12.3176
Eif1a$BB287469_mef	10.0195
Eif1ay_mef	10.1514
Eif1b_mef	9.44607
Eif2a_mef	8.59977
Eif2b1_mef	9.08146
Eif2b2_mef	10.2294
Eif2b3_mef	9.43026
Eif2b4_mef	8.89157
Eif2b5_mef	9.07337
Eif2c1_mef	8.50429
Eif2s1_mef	10.5767
Eif2s2$Eif2s2_mef	11.4439
Eif2s3x_mef	10.8087
Eif3b_mef	10.5407
Eif3c_mef	11.7403
Eif3d_mef	10.439
Eif3eip_mef	10.5076
Eif3f_mef	12.2544
Eif3g_mef	11.0296
Eif3h_mef	10.969
Eif3i_mef	11.8895
Eif3j_mef	10.5337
Eif3k_mef	11.2983
Eif3s10_mef	10.8744
Eif3s6$Eif3e_mef	11.8168
Eif4a1_mef	12.6306
Eif4a2_mef	11.6789
Eif4a3_mef	10.9253
Eif4b_mef	10.8442
Eif4e2_mef	9.65659
Eif4e_mef	10.2803
Eif4ebp1_mef	10.6947
Eif4enif1_mef	8.94802
Eif4g1_mef	10.4368
Eif4g2_mef	10.8454
Eif5$Eif5_mef	10.771
Eif5b_mef	8.55837
Eif6_mef	10.3291
Elavl1_mef	9.39461
Ell2_mef	8.97582
Elof1_mef	9.30784
Elovl1_mef	10.0328
Elovl5_mef	10.3353
Elovl6_mef	8.26434
Elp2_mef	8.40539
Elp3_mef	8.62288
Emb_mef	8.48404
Emd_mef	9.70165
Emg1_mef	10.5845
Emp1_mef	11.4585
Emp2_mef	9.92943
Emp3_mef	11.0704
Enah_mef	10.0508
Enc1_mef	9.4667
Ensa_mef	8.87397
Ep300_mef	8.3009
Epc2_mef	8.81424
Epdr1_mef	9.14069
Epha2_mef	8.10224
Ephx1_mef	10.3985
Eprs_mef	9.85904
Ercc3_mef	8.60058
Ergic1_mef	9.82685
Ergic3_mef	9.53255
Ero1l$EG665562_mef	9.47625
Erp29_mef	9.19944
Errfi1_mef	10.1136
Esd_mef	11.6643
Esf1_mef	8.2004
Espl1_mef	7.32633
Etf1_mef	9.19059
Etfa_mef	10.2867
Etfb_mef	10.2719
Etv5_mef	6.3988
Evi1_mef	9.25966
Evi5_mef	8.96058
Ewsr1$EG666167_mef	8.73709
Exoc4_mef	8.9537
Exosc10_mef	8.47897
Exosc1_mef	8.3425
Exosc4_mef	8.09037
Exosc5_mef	8.26303
Exosc6_mef	8.27522
Exosc7_mef	9.00279
Exosc8_mef	9.17233
Exosc9_mef	8.69089
Ext1_mef	9.71893
Ext2_mef	9.76636
Ezh2_mef	8.71529
F11r_mef	8.21359
F2rl1_mef	8.7126
F3_mef	10.0206
Fabp5_mef	11.8545
Faf1_mef	9.75717
Faim_mef	8.61942
Fam18b_mef	10.0286
Farsb_mef	8.57638
Fasn_mef	9.63898
Fat1_mef	12.0193
Fau_mef	12.8937
Fbl_mef	10.7243
Fbln2_mef	11.6993
Fbln5_mef	11.1552
Fbn1_mef	11.4474
Fbxl10$Fbxl10_mef	8.0077
Fbxo18_mef	9.22669
Fbxo22$Fbxo22_mef	8.49995
Fbxo38_mef	9.02641
Fbxo5_mef	7.94351
Fbxo6_mef	8.72656
Fcf1_mef	10.3082
Fdft1$Fdft1_mef	9.19882
Fdps$Fdps_mef	10.2564
Fdx1_mef	8.96978
Fem1b_mef	9.23251
Fen1_mef	8.53538
Fgfr1op2_mef	8.98829
Fh1_mef	10.5776
Fhl1_mef	11.5898
Fig4_mef	8.38824
Fis1_mef	10.171
Fiz1_mef	8.3105
Fkbp10_mef	11.0704
Fkbp1a_mef	12.2391
Fkbp2_mef	9.56705
Fkbp3_mef	10.2086
Fkbp4_mef	8.2191
Fkbp8_mef	9.9224
Fkbp9_mef	11.3812
Flna_mef	11.9464
Flnb_mef	9.57137
Fmnl2_mef	8.29956
Fmr1_mef	8.85707
Fn1_mef	12.9102
Fnbp1l_mef	9.72621
Fndc3b_mef	10.9519
Fnta_mef	10.2797
Fntb_mef	7.79954
Fos_mef	9.14671
Foxj3_mef	8.423
Foxp1_mef	9.26028
Frg1_mef	9.36196
Frmd6_mef	10.3455
Frrs1_mef	8.31252
Fscn1_mef	11.0046
Fstl1_mef	12.79
Fth1_mef	12.2379
Ftl1$EG665937_mef	12.3645
Ftsj1_mef	7.96706
Fubp1_mef	8.07934
Fubp3_mef	9.3391
Fundc1_mef	8.57415
Fundc2_mef	9.86946
Fus_mef	10.2144
Fusip1_mef	9.30675
Fvt1_mef	8.9232
Fxc1_mef	10.0755
Fxr1h_mef	9.48242
Fyttd1_mef	9.26015
G3bp1_mef	9.88389
G3bp2_mef	10.0147
G6pd2_mef	9.52902
Gaa_mef	9.40249
Gabarap_mef	12.1831
Gabarapl1_mef	9.34626
Gabarapl2_mef	9.33834
Gabpa_mef	8.9625
Gadd45g_mef	10.4337
Galk1_mef	9.63186
Galnt1_mef	8.98545
Galnt2_mef	9.98636
Ganab_mef	9.72878
Gars_mef	11.4933
Gart_mef	8.88956
Gatad1_mef	8.77302
Gatad2a_mef	8.75219
Gba_mef	9.43107
Gclm_mef	8.66577
Gcn5l2_mef	8.00619
Gcs1_mef	8.70507
Gcsh_mef	10.9417
Gdi1_mef	10.1026
Gdi2_mef	11.4997
Gemin6_mef	8.33181
Gemin7_mef	9.93593
Gfer_mef	8.64257
Gga2_mef	9.39996
Ggnbp2_mef	9.15485
Ghitm_mef	10.471
Gins4_mef	8.59889
Gipc1_mef	9.04358
Gja1_mef	11.4407
Gjb2_mef	10.3033
Gjb3_mef	8.95269
Glg1_mef	9.80295
Glipr2_mef	10.3001
Glo1_mef	10.0544
Glod4_mef	9.50758
Glrx2_mef	9.03092
Glrx5_mef	11.3135
Gls_mef	8.95437
Glt25d1_mef	10.2486
Gltscr2_mef	8.04509
Glud1_mef	10.6617
Glul_mef	7.62223
Gmfb_mef	9.28916
Gmnn_mef	8.80967
Gmps_mef	9.57189
Gna11_mef	9.91252
Gnai2_mef	11.2134
Gnai3_mef	10.9693
Gnb1_mef	10.7321
Gnb2_mef	11.3711
Gnb2l1_mef	12.8737
Gng10_mef	11.539
Gng12_mef	10.2978
Gng5_mef	11.6455
Gnl2$Gnl2_mef	8.23073
Gnl3_mef	10.3266
Gnpat_mef	8.73572
Gnpda1$EG667410_mef	8.63761
Gnpnat1_mef	9.08942
Golga2_mef	9.18066
Golga5_mef	9.63834
Golga7_mef	11.038
Golm1_mef	9.47923
Golph3_mef	9.51241
Gorasp2_mef	10.5697
Got1_mef	9.78391
Got2_mef	9.78532
Gpbp1_mef	10.3704
Gpc4_mef	10.7986
Gpd2_mef	8.71039
Gpi1_mef	11.3917
Gpkow_mef	8.42642
Gpr176_mef	10.6674
Gpr180_mef	9.28125
Gps1_mef	10.3941
Gpsn2_mef	10.9105
Gpx1_mef	12.5231
Gpx4_mef	11.9238
Grb10_mef	11.0914
Grb2_mef	8.64458
Grcc10_mef	9.8516
Grem2_mef	9.65985
Grhpr_mef	8.27282
Grina_mef	9.20529
Grinl1a_mef	10.6131
Grn_mef	10.8101
Grpel1_mef	9.88196
Grwd1_mef	8.83806
Gsk3a_mef	9.09861
Gsn_mef	11.6941
Gspt1_mef	9.36393
Gsr_mef	8.73833
Gss_mef	8.74089
Gsta4_mef	7.69391
Gstm5_mef	9.66668
Gsto1_mef	12.0775
Gstp1_mef	11.8912
Gtf2a2_mef	9.23332
Gtf2b_mef	9.42665
Gtf2e1_mef	8.284
Gtf2e2_mef	9.80158
Gtf2f1_mef	9.32439
Gtf2f2_mef	8.42439
Gtf2h1_mef	9.14236
Gtf2h3_mef	7.89379
Gtf2h5_mef	9.6392
Gtf2i$Gtf2i_mef	8.96736
Gtf3a_mef	9.41214
Gtf3c6_mef	8.48906
Gtl3_mef	8.71542
Gtpbp4_mef	9.27486
Gtse1_mef	8.42314
Guk1_mef	8.53139
Gyg_mef	9.63358
H1f0_mef	10.262
H2-Ke2_mef	10.0959
H2afj_mef	9.70219
H2afx_mef	9.59833
H2afy_mef	9.89246
H2afz$H2afz_mef	11.8908
H3f3b_mef	11.7228
Hadh_mef	10.0429
Hadha_mef	9.39669
Hadhb_mef	8.81548
Hagh$Hagh_mef	8.28724
Hars_mef	10.1519
Hat1_mef	8.87784
Hax1$Hax1_mef	10.1144
Hbegf_mef	10.5098
Hbs1l_mef	9.09703
Hcfc1_mef	8.27628
Hcfc1r1_mef	10.7876
Hdac1_mef	10.211
Hdac2_mef	9.05788
Hdac6_mef	7.87164
Hddc2_mef	8.48418
Hdgf_mef	9.99913
Hdlbp_mef	10.2621
Heatr3_mef	8.2743
Hebp1_mef	9.24954
Hells_mef	7.57227
Herpud1_mef	9.54049
Hes1_mef	9.02563
Hexa_mef	11.1294
Hexb_mef	9.44934
Hgs_mef	9.01612
Hiat1_mef	8.81674
Hiatl1_mef	9.13718
Hif1a_mef	10.0638
Higd1a_mef	10.1827
Higd2a_mef	11.0232
Hint1_mef	12.0332
Hip2_mef	9.77816
Hirip3_mef	8.29278
Hist1h1c_mef	10.3081
Hist1h2bc_mef	11.1162
Hist1h2bp$Hist1h2bc_mef	11.2298
Hk1$EG620155_mef	9.25103
Hk2_mef	9.36888
Hmbs$EG623818_mef	9.33361
Hmga2_mef	11.0028
Hmgb1$2810416G20Rik_mef	11.9032
Hmgb2_mef	9.11457
Hmgb3_mef	8.9601
Hmgcl_mef	8.91836
Hmgcs1_mef	10.4853
Hmgn1$Hmgn1_mef	11.9302
Hmgn2_mef	12.343
Hmgn3_mef	10.14
Hmmr_mef	8.0412
Hmox2_mef	9.44275
Hn1_mef	10.1998
Hn1l_mef	10.0826
Hnrpa1$EG434858_mef	10.5021
Hnrpa2b1_mef	11.3567
Hnrpab_mef	11.5638
Hnrpc_mef	11.5977
Hnrpd_mef	9.47106
Hnrpdl_mef	10.6069
Hnrpf_mef	10.9839
Hnrph1_mef	11.6523
Hnrph2_mef	10.5105
Hnrph3_mef	8.59076
Hnrpk_mef	11.8709
Hnrpl_mef	9.28766
Hnrpll_mef	9.86908
Hnrpm_mef	10.1536
Hnrpr$Hnrpr_mef	9.6928
Hnrpu_mef	10.5443
Hnrpul1_mef	10.1381
Hnrpul2_mef	8.85346
Hp1bp3_mef	9.84868
Hpcal1_mef	9.85072
Hprt1_mef	10.9742
Hrb_mef	8.96532
Hsbp1_mef	10.7309
Hsd17b10_mef	9.99991
Hsd17b11_mef	8.82557
Hsd17b12_mef	10.8625
Hsd17b4_mef	9.26486
Hsp110_mef	9.85611
Hsp90aa1_mef	11.9867
Hsp90ab1_mef	12.3119
Hsp90b1_mef	12.1909
Hspa14_mef	8.24074
Hspa4_mef	9.95546
Hspa5_mef	13.0653
Hspa8$Hspa8_mef	10.6956
Hspa9_mef	10.7579
Hspb1_mef	10.7731
Hspb8_mef	9.08278
Hspc171_mef	9.91375
Hspd1_mef	12.4623
Hspe1_mef	10.3376
Htatsf1_mef	8.81002
Htra1_mef	11.3309
Iars_mef	10.3463
Ict1_mef	8.62045
Id1_mef	10.1341
Id3_mef	11.0697
Ide_mef	8.78949
Idh2_mef	9.8397
Idh3a_mef	10.4684
Idh3b_mef	9.16841
Idh3g_mef	9.98952
Idi1_mef	9.55038
Ier2_mef	9.53974
Ier3_mef	10.5947
Ier3ip1_mef	10.1024
Ier5_mef	9.88173
Ifi30$Ifi30_mef	8.8975
Ifitm1_mef	7.11792
Ifitm2_mef	11.5486
Ifitm3_mef	12.0098
Ifrd1_mef	10.6006
Ifrd2_mef	7.87795
Ifrg15_mef	10.2454
Ift20_mef	9.40606
Ift52_mef	8.34637
Igf2_mef	12.4764
Igf2bp1_mef	7.60151
Igf2bp2_mef	9.22016
Igfbp2_mef	10.5863
Igfbp3_mef	8.61946
Igfbp7_mef	11.9311
Ik_mef	9.59093
Ikbkap_mef	9.43473
Il1rl1_mef	10.8826
Ilf2_mef	8.78898
Ilf3_mef	8.6864
Ilk_mef	11.3323
Immp1l_mef	9.38895
Immt_mef	9.47677
Imp3_mef	9.77969
Imp4_mef	8.16321
Impa1_mef	9.50069
Impact_mef	8.6342
Impad1_mef	9.17289
Impdh2_mef	11.1141
Inhba_mef	10.715
Inppl1_mef	9.50841
Ints2_mef	8.31898
Ints5_mef	9.76624
Ipo4_mef	9.73737
Ipo7_mef	10.2516
Ipo9_mef	9.03083
Iqgap1_mef	10.8511
Ireb2_mef	8.81769
Irs1_mef	10.336
Isca1_mef	9.66256
Iscu_mef	10.3266
Isg20l1_mef	8.93834
Isg20l2_mef	8.90765
Itga6_mef	8.43526
Itgav_mef	10.5173
Itgb1_mef	11.6332
Itgb1bp1_mef	9.52695
Itgb5_mef	10.9813
Itm2a_mef	11.0346
Itm2b_mef	11.5793
Itm2c_mef	11.0402
Itpk1_mef	7.07974
Ivns1abp_mef	10.3219
Jagn1_mef	9.73522
Jarid2_mef	6.02418
Jmjd1a_mef	8.51502
Josd1_mef	8.89643
Jtb_mef	10.3518
Jtv1_mef	9.91022
Jub_mef	10.4192
Jund1_mef	9.21129
Kars_mef	10.5127
Kbtbd2_mef	9.03158
Kcmf1_mef	9.63127
Kcnb1_mef	10.0602
Kctd10_mef	10.3566
Kctd5_mef	9.31516
Kdelc1_mef	9.68947
Kdelr1_mef	11.3088
Kdelr2_mef	11.5399
Kdelr3_mef	10.7791
Khdrbs1_mef	8.83032
Kif20a_mef	8.67348
Kif26b_mef	9.88947
Kif5b_mef	9.76683
Kifap3_mef	9.02652
Klf10_mef	8.02669
Klf2_mef	8.37089
Klf4_mef	8.20058
Klf5_mef	7.57774
Klhdc3_mef	9.81227
Klhl22_mef	9.65144
Klhl9_mef	10.2283
Kpna2_mef	11.8239
Kpna3_mef	8.93577
Kpna4_mef	9.85061
Kpnb1_mef	9.9875
Kras_mef	9.52672
Krr1_mef	8.02104
Krtcap2_mef	10.6507
Ktelc1_mef	9.31356
Kti12_mef	8.90358
LOC100038858_mef	9.69203
LOC100038875_mef	13.5959
LOC100038890_mef	9.08547
LOC100038991_mef	12.5025
LOC100039174_mef	11.2754
LOC100039215_mef	8.73705
LOC100039220_mef	10.8556
LOC100039343_mef	9.45711
LOC100039656_mef	13.344
LOC100039683_mef	10.6277
LOC100039731_mef	13.3314
LOC100039760_mef	13.0735
LOC100040029_mef	10.8033
LOC100040123_mef	13.1272
LOC100040519_mef	9.63444
LOC100040532_mef	13.6406
LOC100040573_mef	9.35756
LOC100040661_mef	9.53993
LOC100040803_mef	8.7086
LOC100041163_mef	13.4036
LOC100041273_mef	10.1234
LOC100041328_mef	9.91966
LOC100041500_mef	9.50915
LOC100041511_mef	13.5339
LOC100041546_mef	7.06252
LOC100041725_mef	10.1083
LOC100041948_mef	13.0211
LOC100041965_mef	12.1744
LOC100042008_mef	13.4527
LOC100042244_mef	12.7139
LOC100042253_mef	8.40019
